from,to,time (ms),mem (kb),order_min,order_max,order_median,size_min,size_max,size_median,density_min,density_max,density_median
17482,17492,25910,2175452,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17492,17502,24540,2176480,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17502,17512,25510,2176224,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17512,17522,24840,2176736,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17522,17532,13310,2176480,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17532,17542,12970,2175456,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17542,17552,13090,2175452,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17552,17562,15820,2176476,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17562,17572,14370,2174948,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17572,17582,13120,2176224,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17582,17592,13130,2175456,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17592,17602,13160,2175456,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17602,17612,13180,2176480,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17612,17622,13690,2176224,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17622,17632,13120,2176224,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17632,17642,13280,2176224,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17642,17652,13290,2174688,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17652,17662,13630,2176484,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17662,17672,13230,2175712,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17672,17682,13330,2175200,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17682,17692,13150,2177248,28,31,31.0,95,95,95.0,0.20430107526881722,0.25132275132275134,0.20430107526881722
17692,17702,13640,2175968,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17702,17712,13280,2176228,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17712,17722,13290,2175712,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17722,17732,14030,2175920,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17732,17742,22990,2174428,19,31,31.0,95,95,95.0,0.20430107526881722,0.5555555555555556,0.20430107526881722
17742,17752,25200,2175968,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17752,17762,25270,2177248,26,31,31.0,95,95,95.0,0.20430107526881722,0.2923076923076923,0.20430107526881722
17762,17772,25790,2175964,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17772,17782,25620,2175968,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17782,17792,26140,2175968,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17792,17802,26840,2176000,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17802,17812,21760,2176480,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17812,17822,25840,2175712,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17822,17832,21950,2176736,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17832,17842,13960,2175200,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17842,17852,13490,2175224,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17852,17862,13490,2176480,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17862,17872,13420,2175712,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17872,17882,13480,2175712,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17882,17892,13500,2176736,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17892,17902,13570,2175968,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17902,17912,13080,2176224,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17912,17922,13510,2175968,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17922,17932,13170,2175424,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17932,17942,13560,2175968,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17942,17952,13160,2174176,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17952,17962,13480,2176736,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17962,17972,13130,2175968,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17972,17982,13100,2176992,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17982,17992,13020,2175456,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
17992,18002,13120,2175200,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
18002,18012,13200,2175200,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
18012,18022,13210,2176992,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
18022,18032,13580,2175968,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
18032,18042,13090,2176224,31,31,31.0,95,95,95.0,0.20430107526881722,0.20430107526881722,0.20430107526881722
18042,18052,15610,2202848,25,64,64.0,95,96,96.0,0.047619047619047616,0.32,0.047619047619047616
18052,18062,16360,2211040,24,64,64.0,96,96,96.0,0.047619047619047616,0.34782608695652173,0.047619047619047616
18062,18072,16320,2212320,27,64,64.0,96,96,96.0,0.047619047619047616,0.27350427350427353,0.047619047619047616
18072,18082,15440,2205664,24,64,64.0,96,96,96.0,0.047619047619047616,0.34782608695652173,0.047619047619047616
18082,18092,13220,2189024,16,64,26.5,96,97,96.0,0.047619047619047616,0.8,0.2844444444444445
18092,18102,13310,2188000,20,66,28.0,97,99,97.5,0.046153846153846156,0.5157894736842106,0.25925925925925924
18102,18112,16070,2222304,22,100,66.0,99,99,99.0,0.02,0.42857142857142855,0.046153846153846156
18112,18122,14830,2213348,18,66,31.0,99,99,99.0,0.046153846153846156,0.6470588235294118,0.219187675070028
18122,18132,15130,2211040,20,68,28.0,99,100,100.0,0.043898156277436345,0.5263157894736842,0.26322751322751325
18132,18142,13450,2184932,20,28,28.0,100,101,100.0,0.26455026455026454,0.5263157894736842,0.26455026455026454
18142,18152,15310,2229472,28,101,28.0,101,102,101.0,0.02,0.2698412698412698,0.2671957671957672
18152,18162,17470,2232800,28,68,68.0,102,102,102.0,0.04477611940298507,0.2698412698412698,0.04477611940298507
18162,18172,15610,2223584,27,68,48.0,102,102,102.0,0.04477611940298507,0.2905982905982906,0.15730869462212746
18172,18182,16820,2227088,28,68,68.0,102,102,102.0,0.04477611940298507,0.2698412698412698,0.04477611940298507
18182,18192,16940,2226144,28,68,68.0,102,102,102.0,0.04477611940298507,0.2698412698412698,0.04477611940298507
18192,18202,13740,2191840,28,28,28.0,102,103,103.0,0.2698412698412698,0.2724867724867725,0.2724867724867725
18202,18212,14380,2192352,28,28,28.0,103,103,103.0,0.2724867724867725,0.2724867724867725,0.2724867724867725
18212,18222,13900,2192100,28,28,28.0,103,103,103.0,0.2724867724867725,0.2724867724867725,0.2724867724867725
18222,18232,14140,2192352,28,28,28.0,103,103,103.0,0.2724867724867725,0.2724867724867725,0.2724867724867725
18232,18242,14440,2194144,28,32,32.0,103,104,104.0,0.20967741935483872,0.2724867724867725,0.20967741935483872
18242,18252,14220,2197472,28,32,32.0,104,104,104.0,0.20967741935483872,0.2751322751322751,0.20967741935483872
18252,18262,14070,2195372,28,28,28.0,104,104,104.0,0.2751322751322751,0.2751322751322751,0.2751322751322751
18262,18272,14240,2195680,28,28,28.0,104,104,104.0,0.2751322751322751,0.2751322751322751,0.2751322751322751
18272,18282,13860,2196672,28,32,28.0,104,104,104.0,0.20967741935483872,0.2751322751322751,0.2751322751322751
18282,18292,14230,2196704,32,32,32.0,104,104,104.0,0.20967741935483872,0.20967741935483872,0.20967741935483872
18292,18302,14360,2197220,28,32,28.0,104,104,104.0,0.20967741935483872,0.2751322751322751,0.2751322751322751
18302,18312,14110,2195168,26,28,28.0,104,104,104.0,0.2751322751322751,0.32,0.2751322751322751
18312,18322,13750,2194912,26,28,28.0,104,104,104.0,0.2751322751322751,0.32,0.2751322751322751
18322,18332,14470,2205664,28,52,28.0,104,104,104.0,0.0784313725490196,0.2751322751322751,0.2751322751322751
18332,18342,13800,2194400,26,28,28.0,104,104,104.0,0.2751322751322751,0.32,0.2751322751322751
18342,18352,13790,2194144,28,28,28.0,104,104,104.0,0.2751322751322751,0.2751322751322751,0.2751322751322751
18352,18362,14260,2195424,28,32,28.0,104,104,104.0,0.20967741935483872,0.2751322751322751,0.2751322751322751
18362,18372,13840,2194400,27,28,28.0,104,104,104.0,0.2751322751322751,0.2962962962962963,0.2751322751322751
18372,18382,14060,2195680,28,32,28.0,104,104,104.0,0.20967741935483872,0.2751322751322751,0.2751322751322751
18382,18392,14360,2195940,28,32,28.0,104,104,104.0,0.20967741935483872,0.2751322751322751,0.2751322751322751
18392,18402,15200,2206944,28,70,32.0,104,105,104.0,0.043478260869565216,0.2777777777777778,0.20967741935483872
18402,18412,17680,2239968,28,70,70.0,105,105,105.0,0.043478260869565216,0.2777777777777778,0.043478260869565216
18412,18422,14690,2213088,21,70,28.0,105,105,105.0,0.043478260869565216,0.5,0.2777777777777778
18422,18432,13790,2197252,21,28,28.0,105,105,105.0,0.2777777777777778,0.5,0.2777777777777778
18432,18442,17350,2230496,28,70,70.0,105,105,105.0,0.043478260869565216,0.2777777777777778,0.043478260869565216
18442,18452,14280,2206176,15,70,28.0,105,106,105.0,0.043478260869565216,1.0,0.2777777777777778
18452,18462,14390,2204896,27,49,28.0,106,108,106.0,0.09098639455782313,0.30484330484330485,0.2804232804232804
18462,18472,18320,2241504,18,72,72.0,108,108,108.0,0.04225352112676056,0.7058823529411765,0.04225352112676056
18472,18482,15480,2228704,24,72,28.0,108,108,108.0,0.04225352112676056,0.391304347826087,0.2857142857142857
18482,18492,17610,2244828,25,72,72.0,108,108,108.0,0.04225352112676056,0.36,0.04225352112676056
18492,18502,17670,2243552,24,72,72.0,108,108,108.0,0.04225352112676056,0.391304347826087,0.04225352112676056
18502,18512,17290,2237920,27,72,72.0,108,108,108.0,0.04225352112676056,0.3076923076923077,0.04225352112676056
18512,18522,19250,2253792,36,72,72.0,108,108,108.0,0.04225352112676056,0.17142857142857143,0.04225352112676056
18522,18532,15530,2235616,20,72,28.5,108,110,110.0,0.04225352112676056,0.5789473684210527,0.2796478744754607
18532,18542,19130,2260192,22,74,74.0,110,111,111.0,0.0410958904109589,0.47619047619047616,0.0410958904109589
18542,18552,20470,2266592,74,74,74.0,111,111,111.0,0.0410958904109589,0.0410958904109589,0.0410958904109589
18552,18562,20410,2265308,74,74,74.0,111,111,111.0,0.0410958904109589,0.0410958904109589,0.0410958904109589
18562,18572,19860,2267104,74,74,74.0,111,111,111.0,0.0410958904109589,0.0410958904109589,0.0410958904109589
18572,18582,20470,2265820,74,74,74.0,111,111,111.0,0.0410958904109589,0.0410958904109589,0.0410958904109589
18582,18592,20270,2265568,74,74,74.0,111,111,111.0,0.0410958904109589,0.0410958904109589,0.0410958904109589
18592,18602,20370,2266080,74,74,74.0,111,111,111.0,0.0410958904109589,0.0410958904109589,0.0410958904109589
18602,18612,19810,2264800,74,74,74.0,111,111,111.0,0.0410958904109589,0.0410958904109589,0.0410958904109589
18612,18622,20550,2266592,74,74,74.0,111,111,111.0,0.0410958904109589,0.0410958904109589,0.0410958904109589
18622,18632,16560,2244576,16,74,28.5,111,112,112.0,0.0410958904109589,0.9333333333333333,0.28607918263090676
18632,18642,14860,2216160,28,29,28.0,112,112,112.0,0.27586206896551724,0.2962962962962963,0.2962962962962963
18642,18652,18240,2251232,28,76,53.0,112,114,113.5,0.04,0.2962962962962963,0.14873563218390803
18652,18662,20490,2270432,27,76,76.0,114,114,114.0,0.04,0.3247863247863248,0.04
18662,18672,16970,2251744,23,78,28.5,115,117,116.0,0.03896103896103896,0.45454545454545453,0.2962962962962963
18672,18682,20750,2280672,26,78,78.0,117,117,117.0,0.03896103896103896,0.36,0.03896103896103896
18682,18692,20050,2280672,26,78,78.0,117,118,117.0,0.03896103896103896,0.36,0.03896103896103896
18692,18702,18840,2277856,30,111,33.0,118,120,118.0,0.01932841932841933,0.2735632183908046,0.22348484848484848
18702,18712,21540,2299396,30,121,80.0,120,120,120.0,0.01652892561983471,0.27586206896551724,0.0379746835443038
18712,18722,21770,2302176,40,80,80.0,120,120,120.0,0.0379746835443038,0.15384615384615385,0.0379746835443038
18722,18732,22030,2302944,60,80,80.0,120,120,120.0,0.0379746835443038,0.06779661016949153,0.0379746835443038
18732,18742,19650,2288608,24,81,60.0,120,120,120.0,0.037037037037037035,0.43478260869565216,0.06779661016949153
18742,18752,19410,2281952,16,81,70.0,120,120,120.0,0.037037037037037035,1.0,0.05288564685689766
18752,18762,19840,2286304,22,84,80.0,120,123,121.0,0.035283993115318414,0.5238095238095238,0.0379746835443038
18762,18772,22020,2315652,25,125,82.0,123,125,123.0,0.016,0.4166666666666667,0.037037037037037035
18772,18782,22450,2354400,21,127,84.0,125,126,126.0,0.015748031496062992,0.6,0.03614457831325301
18782,18792,22990,2333408,42,84,84.0,126,126,126.0,0.03614457831325301,0.14634146341463414,0.03614457831325301
18792,18802,21520,2309088,24,84,84.0,126,126,126.0,0.03614457831325301,0.45652173913043476,0.03614457831325301
18802,18812,23830,2334944,84,84,84.0,126,126,126.0,0.03614457831325301,0.03614457831325301,0.03614457831325301
18812,18822,24340,2364896,29,128,87.5,127,129,128.0,0.015625,0.31527093596059114,0.033990266177972725
18822,18832,22540,2325940,29,86,86.0,129,129,129.0,0.03529411764705882,0.31773399014778325,0.03529411764705882
18832,18842,25420,2375376,26,132,88.0,130,132,132.0,0.015151515151515152,0.4,0.034482758620689655
18842,18852,23500,2331104,24,88,88.0,132,132,132.0,0.034482758620689655,0.4782608695652174,0.034482758620689655
18852,18862,23960,2348508,24,90,88.0,132,135,132.0,0.033707865168539325,0.4782608695652174,0.034482758620689655
18862,18872,25320,2360036,90,90,90.0,135,135,135.0,0.033707865168539325,0.033707865168539325,0.033707865168539325
18872,18882,22540,2341088,27,90,90.0,135,135,135.0,0.033707865168539325,0.38461538461538464,0.033707865168539325
18882,18892,22640,2367712,18,135,90.0,135,136,135.0,0.014925373134328358,0.8823529411764706,0.033707865168539325
18892,18902,25740,2361572,17,92,92.0,136,138,138.0,0.03296703296703297,1.0,0.03296703296703297
18902,18912,26480,2368476,92,92,92.0,138,138,138.0,0.03296703296703297,0.03296703296703297,0.03296703296703297
