from,to,time (ms),mem (kb),order_min,order_max,order_median,size_min,size_max,size_median,density_min,density_max,density_median
9212,9222,16660,2080480,19,38,20.0,57,57,57.0,0.08108108108108109,0.3333333333333333,0.3
9222,9232,18300,2087136,20,38,38.0,57,57,57.0,0.08108108108108109,0.3,0.08108108108108109
9232,9242,18370,2088924,38,38,38.0,57,57,57.0,0.08108108108108109,0.08108108108108109,0.08108108108108109
9242,9252,18720,2083552,38,38,38.0,57,57,57.0,0.08108108108108109,0.08108108108108109,0.08108108108108109
9252,9262,18960,2082780,38,38,38.0,57,57,57.0,0.08108108108108109,0.08108108108108109,0.08108108108108109
9262,9272,18820,2084312,19,38,38.0,57,57,57.0,0.08108108108108109,0.3333333333333333,0.08108108108108109
9272,9282,18990,2090204,38,38,38.0,57,57,57.0,0.08108108108108109,0.08108108108108109,0.08108108108108109
9282,9292,18670,2084572,38,38,38.0,57,57,57.0,0.08108108108108109,0.08108108108108109,0.08108108108108109
9292,9302,19080,2089436,38,38,38.0,57,57,57.0,0.08108108108108109,0.08108108108108109,0.08108108108108109
9302,9312,17880,2089696,38,38,38.0,57,57,57.0,0.08108108108108109,0.08108108108108109,0.08108108108108109
9312,9322,18110,2089948,38,38,38.0,57,57,57.0,0.08108108108108109,0.08108108108108109,0.08108108108108109
9322,9332,19020,2089184,38,38,38.0,57,57,57.0,0.08108108108108109,0.08108108108108109,0.08108108108108109
9332,9342,18300,2089440,20,38,38.0,57,57,57.0,0.08108108108108109,0.3,0.08108108108108109
9342,9352,19060,2084316,38,38,38.0,57,57,57.0,0.08108108108108109,0.08108108108108109,0.08108108108108109
9352,9362,18390,2084316,20,38,38.0,57,57,57.0,0.08108108108108109,0.3,0.08108108108108109
9362,9372,16720,2088928,20,38,38.0,57,57,57.0,0.08108108108108109,0.3,0.08108108108108109
9372,9382,19150,2088928,38,38,38.0,57,57,57.0,0.08108108108108109,0.08108108108108109,0.08108108108108109
9382,9392,18610,2083808,19,38,38.0,57,57,57.0,0.08108108108108109,0.3333333333333333,0.08108108108108109
9392,9402,18340,2089184,19,38,38.0,57,57,57.0,0.08108108108108109,0.3333333333333333,0.08108108108108109
9402,9412,17910,2088928,19,38,38.0,57,57,57.0,0.08108108108108109,0.3333333333333333,0.08108108108108109
9412,9422,19100,2084828,38,38,38.0,57,57,57.0,0.08108108108108109,0.08108108108108109,0.08108108108108109
9422,9432,19000,2084060,38,38,38.0,57,57,57.0,0.08108108108108109,0.08108108108108109,0.08108108108108109
9432,9442,17870,2088672,20,38,38.0,57,57,57.0,0.08108108108108109,0.3,0.08108108108108109
9442,9452,18670,2089696,38,38,38.0,57,57,57.0,0.08108108108108109,0.08108108108108109,0.08108108108108109
9452,9462,17360,2088416,19,38,30.0,57,58,58.0,0.08108108108108109,0.3391812865497076,0.13333333333333333
9462,9472,16050,2068192,15,21,20.0,58,59,58.0,0.2761904761904762,0.5523809523809524,0.30526315789473685
9472,9482,16660,2088668,19,57,20.5,59,59,59.0,0.03696741854636591,0.34502923976608185,0.2957393483709273
9482,9492,16530,2076896,16,40,20.0,59,60,59.5,0.07692307692307693,0.49166666666666664,0.3157894736842105
9492,9502,16500,2096832,20,40,40.0,60,60,60.0,0.07692307692307693,0.3157894736842105,0.07692307692307693
9502,9512,19770,2104068,30,40,40.0,60,60,60.0,0.07692307692307693,0.13793103448275862,0.07692307692307693
9512,9522,19470,2103776,40,40,40.0,60,60,60.0,0.07692307692307693,0.07692307692307693,0.07692307692307693
9522,9532,17920,2089440,20,40,31.0,60,60,60.0,0.07692307692307693,0.3157894736842105,0.16833166833166832
9532,9542,18510,2095068,21,40,34.0,60,60,60.0,0.07692307692307693,0.2857142857142857,0.1116397704419483
9542,9552,19100,2103780,21,40,40.0,60,60,60.0,0.07692307692307693,0.2857142857142857,0.07692307692307693
9552,9562,19580,2103520,21,40,40.0,60,60,60.0,0.07692307692307693,0.2857142857142857,0.07692307692307693
9562,9572,16530,2096096,20,40,39.0,60,60,60.0,0.07692307692307693,0.3157894736842105,0.08113579166210745
9572,9582,18070,2095836,15,40,35.0,60,60,60.0,0.07692307692307693,0.5714285714285714,0.10742705570291777
9582,9592,19510,2102492,20,42,40.0,60,60,60.0,0.06968641114982578,0.3157894736842105,0.07692307692307693
9592,9602,18030,2090976,19,40,28.0,60,60,60.0,0.07692307692307693,0.3508771929824561,0.16451612903225807
9602,9612,18600,2094044,12,46,31.0,60,60,60.0,0.057971014492753624,0.9090909090909091,0.16833166833166832
9612,9622,17580,2088928,19,40,27.0,60,61,61.0,0.07692307692307693,0.3508771929824561,0.1737891737891738
9622,9632,16370,2082788,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9632,9642,17620,2083040,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9642,9652,17940,2082520,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9652,9662,17720,2083040,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9662,9672,17530,2082268,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9672,9682,17100,2083032,19,27,27.0,61,61,61.0,0.1737891737891738,0.3567251461988304,0.1737891737891738
9682,9692,17670,2082780,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9692,9702,17460,2083552,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9702,9712,18220,2083044,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9712,9722,17120,2083296,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9722,9732,17430,2083296,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9732,9742,17420,2083288,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9742,9752,17440,2083296,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9752,9762,17940,2083040,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9762,9772,17990,2084572,27,30,27.0,61,61,61.0,0.14022988505747128,0.1737891737891738,0.1737891737891738
9772,9782,16300,2082524,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9782,9792,17650,2083296,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9792,9802,17620,2082528,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9802,9812,17920,2083040,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9812,9822,17650,2083296,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9822,9832,17870,2083812,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9832,9842,17840,2083292,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9842,9852,17150,2083032,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9852,9862,17420,2083036,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9862,9872,18130,2083552,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9872,9882,17250,2082272,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9882,9892,17380,2081412,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9892,9902,17560,2082784,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9902,9912,17950,2083040,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9912,9922,17520,2083552,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9922,9932,17940,2083552,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9932,9942,17570,2083804,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9942,9952,17650,2081756,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9952,9962,17550,2082268,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9962,9972,18190,2081756,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9972,9982,17650,2082012,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9982,9992,17120,2082780,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
9992,10002,17770,2082784,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10002,10012,16400,2082844,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10012,10022,18090,2082012,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10022,10032,17990,2084056,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10032,10042,17840,2083548,20,27,27.0,61,61,61.0,0.1737891737891738,0.32105263157894737,0.1737891737891738
10042,10052,18090,2083040,20,27,27.0,61,61,61.0,0.1737891737891738,0.32105263157894737,0.1737891737891738
10052,10062,17240,2082272,20,27,27.0,61,61,61.0,0.1737891737891738,0.32105263157894737,0.1737891737891738
10062,10072,17780,2083552,21,27,27.0,61,61,61.0,0.1737891737891738,0.2904761904761905,0.1737891737891738
10072,10082,17830,2085600,21,33,27.0,61,61,61.0,0.11553030303030302,0.2904761904761905,0.1737891737891738
10082,10092,17550,2083296,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10092,10102,17840,2083040,21,27,27.0,61,61,61.0,0.1737891737891738,0.2904761904761905,0.1737891737891738
10102,10112,15160,2084828,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10112,10122,14800,2083040,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10122,10132,15850,2083040,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10132,10142,17650,2083036,15,27,27.0,61,61,61.0,0.1737891737891738,0.580952380952381,0.1737891737891738
10142,10152,17990,2082272,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10152,10162,17550,2083296,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10162,10172,15520,2081540,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10172,10182,17630,2081756,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10182,10192,17530,2083808,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10192,10202,17530,2083556,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10202,10212,17610,2084320,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10212,10222,17650,2082524,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10222,10232,17690,2083548,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10232,10242,17830,2083296,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10242,10252,17370,2083040,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10252,10262,17920,2083296,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10262,10272,18080,2083292,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10272,10282,17360,2083552,21,27,27.0,61,61,61.0,0.1737891737891738,0.2904761904761905,0.1737891737891738
10282,10292,17890,2083808,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10292,10302,17350,2083808,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10302,10312,17920,2083040,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10312,10322,17720,2083556,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10322,10332,17410,2083044,27,27,27.0,61,61,61.0,0.1737891737891738,0.1737891737891738,0.1737891737891738
10332,10342,16730,2095844,20,63,21.0,61,62,62.0,0.031746031746031744,0.3263157894736842,0.29523809523809524
10342,10352,17550,2087904,19,32,21.0,62,62,62.0,0.125,0.36257309941520466,0.29523809523809524
10352,10362,17360,2088928,20,32,21.0,62,62,62.0,0.125,0.3263157894736842,0.29523809523809524
10362,10372,18430,2095064,21,42,23.0,62,63,63.0,0.07317073170731707,0.3,0.2490118577075099
10372,10382,18780,2102240,18,42,32.5,63,63,63.0,0.07317073170731707,0.4117647058823529,0.16109129470741348
10382,10392,18650,2094556,18,42,23.0,63,63,63.0,0.07317073170731707,0.4117647058823529,0.2490118577075099
10392,10402,19580,2112736,21,42,42.0,63,63,63.0,0.07317073170731707,0.3,0.07317073170731707
10402,10412,18310,2115296,20,64,42.0,63,63,63.0,0.03125,0.33157894736842103,0.07317073170731707
10412,10422,18490,2103776,21,42,32.5,63,63,63.0,0.07317073170731707,0.3,0.16109129470741348
10422,10432,18130,2105824,16,54,20.5,63,64,64.0,0.04472396925227114,0.5333333333333333,0.3208020050125313
10432,10442,18610,2096348,19,47,21.0,64,64,64.0,0.05920444033302498,0.3742690058479532,0.3047619047619048
10442,10452,20370,2181764,19,100,33.0,64,64,64.0,0.01292929292929293,0.3742690058479532,0.12121212121212122
10452,10462,18320,2093336,21,33,25.0,64,65,65.0,0.12121212121212122,0.3047619047619048,0.21666666666666667
10462,10472,18220,2089696,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10472,10482,18260,2087644,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10482,10492,18570,2089184,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10492,10502,18420,2090460,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10502,10512,17930,2090460,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10512,10522,18350,2088668,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10522,10532,17880,2089184,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10532,10542,18090,2088928,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10542,10552,17730,2088924,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10552,10562,18240,2089692,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10562,10572,18010,2089696,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10572,10582,18290,2089692,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10582,10592,18240,2090716,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10592,10602,18220,2092000,25,34,25.0,65,65,65.0,0.11586452762923351,0.21666666666666667,0.21666666666666667
10602,10612,18190,2090464,22,25,25.0,65,65,65.0,0.21666666666666667,0.2813852813852814,0.21666666666666667
10612,10622,16760,2089692,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10622,10632,17570,2089692,21,25,25.0,65,65,65.0,0.21666666666666667,0.30952380952380953,0.21666666666666667
10632,10642,18190,2089436,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10642,10652,17650,2089696,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10652,10662,18320,2090028,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10662,10672,17220,2090720,22,25,25.0,65,65,65.0,0.21666666666666667,0.2813852813852814,0.21666666666666667
10672,10682,20520,2114016,25,40,40.0,65,65,65.0,0.08333333333333333,0.21666666666666667,0.08333333333333333
10682,10692,17880,2089440,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10692,10702,18480,2089436,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10702,10712,18240,2090208,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10712,10722,18730,2090416,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10722,10732,17930,2089692,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10732,10742,17620,2090464,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10742,10752,17760,2090204,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10752,10762,17970,2088924,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10762,10772,18230,2089176,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10772,10782,17740,2089440,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10782,10792,17560,2089184,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10792,10802,17460,2088672,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10802,10812,18500,2090208,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10812,10822,17640,2090720,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10822,10832,17070,2089944,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10832,10842,18120,2089184,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10842,10852,18550,2094300,25,40,25.0,65,65,65.0,0.08333333333333333,0.21666666666666667,0.21666666666666667
10852,10862,21040,2116832,40,40,40.0,65,65,65.0,0.08333333333333333,0.08333333333333333,0.08333333333333333
10862,10872,19370,2107612,25,40,32.5,65,65,65.0,0.08333333333333333,0.21666666666666667,0.15
10872,10882,18290,2090208,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10882,10892,17960,2088924,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10892,10902,18510,2090204,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10902,10912,17970,2089440,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10912,10922,18310,2089696,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10922,10932,18030,2090720,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10932,10942,18100,2088412,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10942,10952,17960,2089176,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10952,10962,18020,2090208,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10962,10972,17140,2089948,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10972,10982,17970,2090976,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10982,10992,17850,2089696,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
10992,11002,18440,2089952,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
11002,11012,18390,2088672,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
11012,11022,18280,2088928,25,25,25.0,65,65,65.0,0.21666666666666667,0.21666666666666667,0.21666666666666667
11022,11032,17480,2090720,22,25,25.0,65,65,65.0,0.21666666666666667,0.2813852813852814,0.21666666666666667
